Date of Purchase,Purchaser Name,Denomination
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
05-Apr-21,SHYAM STEEL MANUFACTURING LTD. (FLY SOVA  ISPAT LTD.),"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,CRESCENT POWER LTD,"10,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
06-Apr-21,JINDAL HOUSE,"1,00,00,000"
06-Apr-21,JINDAL HOUSE,"1,00,00,000"
06-Apr-21,JINDAL HOUSE,"1,00,00,000"
06-Apr-21,JINDAL HOUSE,"1,00,00,000"
06-Apr-21,JINDAL HOUSE,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
06-Apr-21,MOHAN STEEL CORPORATION,"1,00,00,000"
06-Apr-21,MOHAN STEEL CORPORATION,"1,00,00,000"
06-Apr-21,MOHAN STEEL CORPORATION,"1,00,00,000"
06-Apr-21,MOHAN STEEL CORPORATION,"1,00,00,000"
06-Apr-21,MOHAN STEEL CORPORATION,"1,00,00,000"
06-Apr-21,NATCO PHARMA LTD,"1,00,00,000"
06-Apr-21,OM CREDIT PVT LTD,"1,00,00,000"
06-Apr-21,OM CREDIT PVT LTD,"1,00,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"10,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"10,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"10,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"1,00,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"1,00,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"1,00,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"1,00,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"10,00,000"
06-Apr-21,PENGUIN TRADING & AGENCIES LIMITED,"10,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"10,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"1,00,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"10,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"10,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"10,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"10,00,000"
06-Apr-21,SILVERTOSS SECURITIES PVT LTD,"1,00,00,000"
07-Apr-21,AJAY GUPTA,"1,00,00,000"
07-Apr-21,AJAY GUPTA,"1,00,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"1,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"1,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"1,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"1,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"1,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,CRYSTAL TEA INDIA PVT LTD,"10,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF COMMERCIAL DEVELOPERS LIMITED,"1,00,00,000"
07-Apr-21,DLF LUXURY HOMES LIMITED,"1,00,00,000"
07-Apr-21,DLF LUXURY HOMES LIMITED,"1,00,00,000"
07-Apr-21,DLF LUXURY HOMES LIMITED,"1,00,00,000"
07-Apr-21,DLF LUXURY HOMES LIMITED,"1,00,00,000"
07-Apr-21,DLF LUXURY HOMES LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,INFINA FINANCE PRIVATE LIMITED,"1,00,00,000"
07-Apr-21,K AMISH KUMAR TRADING PVT LTD,"1,00,00,000"
07-Apr-21,K AMISH KUMAR TRADING PVT LTD,"1,00,00,000"
07-Apr-21,K AMISH KUMAR TRADING PVT LTD,"1,00,00,000"
07-Apr-21,K AMISH KUMAR TRADING PVT LTD,"1,00,00,000"
07-Apr-21,K AMISH KUMAR TRADING PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,MISRILALL MINES PVT LTD,"1,00,00,000"
07-Apr-21,N RAMAMOORTHY,"1,000"
07-Apr-21,NANGALIA ASSOCIATES,"10,00,000"
07-Apr-21,NANGALIA ASSOCIATES,"10,00,000"
07-Apr-21,NANGALIA ASSOCIATES,"10,00,000"
07-Apr-21,NANGALIA ASSOCIATES,"10,00,000"
07-Apr-21,NANGALIA ASSOCIATES,"10,00,000"
07-Apr-21,PURSHOTTAM LAL GUPTA,"1,00,00,000"
07-Apr-21,PURSHOTTAM LAL GUPTA,"1,00,00,000"
07-Apr-21,PURSHOTTAM LAL GUPTA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"10,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAHUL BHATIA,"1,00,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,RAVLON PROPERTIES PVT LTD.,"1,00,000"
07-Apr-21,SILVER LINE INVESTMENT COMPANY,"10,00,000"
07-Apr-21,SILVER LINE INVESTMENT COMPANY,"10,00,000"
07-Apr-21,SILVER LINE INVESTMENT COMPANY,"10,00,000"
07-Apr-21,SILVER LINE INVESTMENT COMPANY,"10,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"10,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"10,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"10,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"10,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"10,00,000"
07-Apr-21,TORRENT  POWER  LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"10,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"10,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"10,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"10,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"1,00,00,000"
07-Apr-21,TORRENT PHARMACEUTICALS LIMITED,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"1,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"1,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"1,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"1,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"10,00,000"
08-Apr-21,AUSTIN PLYWOOD PRIVATE LIMITED FORMERLY  B S PROGRESSIVE PVT,"1,00,000"
08-Apr-21,BHARAT AJMERA,"1,00,000"
08-Apr-21,BHARAT AJMERA,"1,00,000"
08-Apr-21,BHARAT AJMERA,"1,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDER COMMERCIALS PVT LTD,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,CHANDRAJYOTI ESTATE DEVELOPERS PVT.,"1,00,00,000"
08-Apr-21,D R INTERNATIONAL PRIVATE LIMITED,"1,00,00,000"
08-Apr-21,D R INTERNATIONAL PRIVATE LIMITED,"1,00,00,000"
08-Apr-21,D R INTERNATIONAL PRIVATE LIMITED,"1,00,00,000"
08-Apr-21,D R POLYMERS PVT LTD,"1,00,00,000"
08-Apr-21,D R POLYMERS PVT LTD,"1,00,00,000"
08-Apr-21,D R POLYMERS PVT LTD,"1,00,00,000"
08-Apr-21,GENUS POWER,"1,00,00,000"
08-Apr-21,GENUS POWER,"1,00,00,000"
08-Apr-21,GENUS POWER,"1,00,00,000"
08-Apr-21,GENUS POWER,"1,00,00,000"
08-Apr-21,GENUS POWER,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HALDIA ENERGY LIMITED,"1,00,00,000"
08-Apr-21,HARDESH ORES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
08-Apr-21,HONEYWELL PROPERTIES PVT LTD,"1,00,00,000"
